habitat	x	y	rho
Palsa	Wood_Ljungdahl-acetogen	chemotaxis-all	-0.4891668192353804
Palsa	nitrogen_redox-assimilatory_nitrate_reduction	xylose_degradation-xylonate_hydratase_pathway	-0.49366029563883806
Palsa	CAZy-Arabinose_cleavage	Calvin_Benson-all	-0.4956608658852175
Palsa	CAZy-Alpha_mannan	mannose_degradation-all	-0.4960522199724515
Palsa	CAZy-Arabinose_cleavage	nitrogen_redox-nitric_oxide_oxidation	-0.502485937636914
Palsa	CAZy-Xylans	butanoate_fermentation-acetyl_coa_pathway	-0.5130083945648136
Palsa	phosphorous_redox-assimilatory_phosphonate_oxidation	reductive_glycine-acetyl_pathway	-0.513943741664409
Palsa	CAZy-Xyloglucan	butanoate_fermentation-acetyl_coa_pathway	-0.521718863412131
Palsa	CAZy-Sulf_Polysachharides	nitrogen_redox-nitrate_reduction	-0.5218421860968923
Palsa	HPHB_DCHB-DCHB	galactose_degradation-all	-0.5271914875777088
Palsa	butanoate_fermentation-acetyl_coa_pathway	chemotaxis-all	-0.5290722670405521
Palsa	galacturonic_acid_degradation-all	sulfur_redox-dissimilatory_sulfate_reduction	-0.5312196898856276
Palsa	acetogenesis-simple	xylose_degradation-isomerase_pathway	-0.5318971265928241
Palsa	CAZy-Sulf_Polysachharides	mannose_degradation-all	-0.5332567844667719
Palsa	fructose_degradation-all	nitrogen_redox-nitrate_reduction	-0.5343031208854974
Palsa	glycerol_degradation-glycerone	xylose_degradation-xylonate_hydratase_pathway	-0.5426006798865244
Palsa	CAZy-Xylans	mannose_degradation-all	-0.5527059110801562
Palsa	galacturonic_acid_degradation-all	nitrogen_redox-nitrate_reduction	-0.5823457900924542
Palsa	lactose_degradation-all	nitrogen_redox-nitrite_oxidation	-0.5827629113903294
Palsa	CAZy-Fucose_Cleavage	Calvin_Benson-all	-0.5835919048162237
Palsa	CAZy-Rhamnose_cleavage	propionate_fermentation-acrylate_pathway	-0.5862736724409174
Palsa	CAZy-Beta_galactan__pectic_galactan_	nitrogen_redox-nitrite_oxidation	-0.5886832892314562
Palsa	CAZy-Fucose_Cleavage	glycerol_degradation-glycerone	-0.5899636523633551
Palsa	phosphorous_redox-anabolic_phosphate_reduction	xylose_degradation-xylonate_hydratase_pathway	-0.593931170884975
Palsa	CAZy-Arabinan	sulfur_redox-dissimilatory_sulfur_oxidation	-0.5961744245196832
Palsa	CAZy-Sulf_Polysachharides	sulfur_redox-dissimilatory_sulfur_oxidation	-0.5978440778681471
Palsa	CAZy-Pectin	nitrogen_redox-nitrite_oxidation	-0.6060236209949452
Palsa	CAZy-Amorphous_Cellulose	butanoate_fermentation-acetyl_coa_pathway	-0.6077593130458916
Palsa	fructose_degradation-all	mannose_degradation-all	-0.6156902825387767
Palsa	CAZy-Beta_galactan__pectic_galactan_	Calvin_Benson-all	-0.6185087460864265
Palsa	Calvin_Benson-all	xylose_degradation-xylonate_hydratase_pathway	-0.620070524389907
Palsa	reductive_glycine-acetyl_pathway	urea_degradation-all	-0.6226503783857888
Palsa	CAZy-Arabinan	nitrogen_redox-nitric_oxide_oxidation	-0.6323344253248964
Palsa	lactose_degradation-all	nitrogen_redox-nitric_oxide_oxidation	-0.6330300839588259
Palsa	CAZy-Xylans	acetogenesis-simple	-0.6334819988438896
Palsa	galacturonic_acid_degradation-all	mannose_degradation-all	-0.6412463347159281
Palsa	CAZy-Pectin	nitrogen_redox-nitric_oxide_oxidation	-0.6462167869409512
Palsa	CAZy-Fucose_Cleavage	urea_degradation-all	-0.6489122099884677
Palsa	acetogenesis-simple	galacturonic_acid_degradation-all	-0.65802538021619
Palsa	CAZy-Xylans	nitrogen_redox-nitric_oxide_oxidation	-0.66418088709991
Palsa	CAZy-Arabinan	nitrogen_redox-nitrite_oxidation	-0.6655194738115329
Palsa	HPHB_DCHB-DCHB	lactose_degradation-all	-0.6663529123101417
Palsa	CAZy-Fucose_Cleavage	phosphorous_redox-anabolic_phosphate_reduction	-0.6679159886206449
Palsa	nitrogen_redox-nitrogen_fixation	urea_degradation-all	-0.6820403425979893
Palsa	acetogenesis-simple	fructose_degradation-all	-0.6860297863389688
