MAG	Data Origin	VIP Score	Module Color	Environmental Variable	Pathways
20120600_E2D_11	All	1.41922314893	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Chitin,CAZy-Pectin,CAZy-Rhamnose_cleavage,chemotaxis-all
20110800_E3D_17	All	1.39565401818	turquoise	d13C_CH4	CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,galactose_degradation-all,nitrogen_redox-nitric_oxide_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20100900_E3D_12	All	1.3624682599	turquoise	d13C_CH4	Calvin_Benson-all,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,lactate_fermentation-all,sucrose_degradation-all
20100900_E1D_8	All	1.31684609899	turquoise	d13C_CH4	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,lactate_fermentation-all,lactose_degradation-all,nitrogen_redox-nitric_oxide_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
PMJR01	All	1.28657839621	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactose_degradation-all,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20120600_E3D_18	All	1.28151655749	turquoise	d13C_CH4	CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Xyloglucan,fructose_degradation-all,glycerol_degradation-glycerol,nitrogen_redox-nitric_oxide_oxidation,sucrose_degradation-all,xylose_degradation-isomerase_pathway
20120700_S1X_15	All	1.28143818643	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_galactan__pectic_galactan_,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,glycerol_degradation-glycerone,lactate_fermentation-all,lactose_degradation-all,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
20120600_E2D_41	All	1.09205407267	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,flagella_assembly-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,mannose_degradation-all,phosphorous_redox-assimilatory_phosphonate_oxidation,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway,xylose_degradation-isomerase_pathway
20130700_S2Y_8	All	1.05976236927	turquoise	d13C_CH4	acetogenesis-simple,CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Crystalline_Cellulose,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,lactose_degradation-all,nitrogen_redox-nitric_oxide_oxidation,xylose_degradation-isomerase_pathway
PLNV01	All	1.05336444137	turquoise	d13C_CH4	CAZy-Chitin,chemotaxis-all,glycerol_degradation-glycerol,nitrogen_redox-nitrogen_fixation,phosphorous_redox-anabolic_phosphate_reduction
20130700_C2D_3	All	1.03923711494	turquoise	d13C_CH4	CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Rhamnose_cleavage,CAZy-Xylans,CAZy-Xyloglucan,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,sucrose_degradation-all
20120800_E1D_12	All	1.01849485268	turquoise	d13C_CH4	acetogenesis-simple,Calvin_Benson-all,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Xylans,CAZy-Xyloglucan,flagella_assembly-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactose_degradation-all,mannose_degradation-all,nitrogen_redox-nitrogen_fixation,xylose_degradation-isomerase_pathway
20120600_E3D_20	All	1.01687447988	turquoise	d13C_CH4	butanoate_fermentation-acetyl_coa_pathway,CAZy-Amorphous_Cellulose,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Xylans,reductive_glycine-acetyl_pathway,reductive_glycine-serine_pathway
20100900_E1D_10	All	1.00794713566	turquoise	d13C_CH4	CAZy-Alpha_mannan,CAZy-Amorphous_Cellulose,CAZy-Arabinan,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Fucose_Cleavage,CAZy-Mixed_Linkage_glucans,CAZy-Pectin,CAZy-Polyphenolics,CAZy-Rhamnose_cleavage,CAZy-Starch,CAZy-Sulf_Polysachharides,CAZy-Xylans,CAZy-Xyloglucan,chemotaxis-all,fructose_degradation-all,galactose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,lactose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,sulfur_redox-assimilatory_sulfate_reduction,xylose_degradation-isomerase_pathway
PLLE01	All	1.00095848892	turquoise	d13C_CH4	CAZy-Amorphous_Cellulose,CAZy-Arabinose_cleavage,CAZy-Beta_mannan,CAZy-Chitin,CAZy-Mixed_Linkage_glucans,CAZy-Xylans,CAZy-Xyloglucan,fructose_degradation-all,glycerol_degradation-glycerol,lactate_fermentation-all,mannose_degradation-all,propionate_fermentation-succinate_pathway,sucrose_degradation-all,xylose_degradation-isomerase_pathway
