ko_id	gene_id	taxonomy
K00370	Bog.Labelled.R2.T1.F3.trimmomatic.metaspades_bin.13_94.62_1.00_NODE_1180_length_20113_cov_6.048908_24	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.11_88.54_2.70_k141_1254400_12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Labelled.R2.T2.F3.trimmomatic.megahit_bin.11_88.54_2.70_k141_523992_3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Labelled.R2.T2.F3.trimmomatic.metaspades_bin.80_90.83_1.72_NODE_4728_length_12782_cov_8.016029_3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Labelled.R3.T1.F3.trimmomatic.metaspades_bin.61_88.86_2.14_NODE_35726_length_3148_cov_4.858067_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Labelled.R3.T2.F3.trimmomatic.megahit_bin.72_83.76_2.41_k141_718210_5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Labelled.R3.T2.F3.trimmomatic.megahit_bin.91_75.64_3.70_k141_330566_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.100_85.83_2.04_NODE_1436_length_30852_cov_7.755950_22	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.94_80.37_1.67_NODE_11361_length_9600_cov_5.748979_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.Labelled.R3.T2.F3.trimmomatic.metaspades_bin.94_80.37_1.67_NODE_11361_length_9600_cov_5.748979_3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.None.R1.T0.trimmomatic.megahit_bin.250_93.92_2.82_k141_3567099_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.None.R2.T0.JGI.BFC.metaspades_bin.285_73.52_1.52_scaffold_116927_c1_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.None.R2.T0.trimmomatic.megahit_bin.107_92.49_2.28_k141_5074449_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.None.R3.T0.JGI.BFC.metaspades_bin.273_80.99_2.41_scaffold_213892_c1_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.None.R3.T0.trimmomatic.megahit_bin.379_94.64_2.21_k141_1804179_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R1.T1.F1.JGI.BFC.metaspades_bin.5_98.08_1.64_scaffold_373_c1_8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.25_97.86_1.07_k141_706173_26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.31_98.89_1.92_k141_354331_52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Solimicrobium;s__
K00370	Bog.Unlabelled.R1.T1.F1.trimmomatic.megahit_bin.61_89.01_1.10_k141_551301_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__159R;s__
K00370	Bog.Unlabelled.R1.T1.F1.trimmomatic.metaspades_bin.23_91.91_1.78_NODE_117_length_40233_cov_4.963239_17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R1.T1.F2.JGI.BFC.metaspades_bin.50_73.60_1.14_scaffold_118_c2_18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R1.T1.F2.trimmomatic.megahit_bin.72_94.75_1.42_k141_257317_24	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R1.T1.F2.trimmomatic.metaspades_bin.87_94.28_1.14_NODE_244_length_48505_cov_6.934118_25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R1.T2.F1.JGI.BFC.metaspades_bin.112_86.68_2.30_scaffold_21864_c1_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__159R;s__
K00370	Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.140_75.80_1.79_k141_184876_14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Solimicrobium;s__
K00370	Bog.Unlabelled.R1.T2.F1.trimmomatic.megahit_bin.61_96.57_1.65_k141_1825103_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__159R;s__
K00370	Bog.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.113_74.19_1.20_NODE_62260_length_2567_cov_5.386943_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.8_89.46_5.03_k141_346010_35	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.28_92.87_3.97_NODE_2406_length_10028_cov_9.114008_7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R1.T3.F3.trimmomatic.metaspades_bin.28_92.87_3.97_NODE_253_length_40269_cov_9.244790_38	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R2.T1.F1.JGI.BFC.metaspades_bin.3_93.87_2.45_scaffold_633_c1_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T1.F1.trimmomatic.megahit_bin.2_97.22_1.71_k141_517215_7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T1.F1.trimmomatic.metaspades_bin.29_98.08_2.10_NODE_231_length_46035_cov_9.867247_14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T1.F2.JGI.BFC.metaspades_bin.16_98.72_1.50_scaffold_7_c1_8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.117_98.72_2.14_k141_647482_8	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.121_89.27_2.30_k141_1289369_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.121_89.27_2.30_k141_1591696_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R2.T1.F2.trimmomatic.metaspades_bin.74_97.96_1.35_NODE_187_length_55639_cov_8.340386_25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T1.F3.JGI.BFC.metaspades_bin.96_78.45_3.45_scaffold_3148_c1_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T1.F3.trimmomatic.megahit_bin.47_98.29_1.95_k141_188641_18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T1.F3.trimmomatic.metaspades_bin.42_98.08_1.34_NODE_482_length_49013_cov_8.963295_18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R2.T2.F2.trimmomatic.megahit_bin.74_75.81_1.41_k141_361892_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R2.T2.F2.trimmomatic.metaspades_bin.7_80.28_0.91_NODE_5964_length_14637_cov_4.852421_15	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.111_97.22_3.49_NODE_237_length_58501_cov_25.893971_18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.40_86.86_1.10_NODE_19889_length_4804_cov_4.197936_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__159R;s__
K00370	Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.40_86.86_1.10_NODE_22649_length_4448_cov_3.755293_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__159R;s__
K00370	Bog.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.80_97.70_1.47_NODE_49_length_118113_cov_27.733021_87	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Solimicrobium;s__
K00370	Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.144_98.93_0.93_NODE_118_length_82607_cov_21.405345_52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R3.T1.F2.trimmomatic.metaspades_bin.145_91.02_1.42_NODE_12089_length_8159_cov_6.603282_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.113_89.17_1.61_scaffold_2403_c1_18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.61_94.61_1.71_k141_918961_20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.199_72.57_0.00_NODE_2178_length_29989_cov_8.355683_23	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.27_95.58_1.35_NODE_878_length_47190_cov_9.616973_25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Chromobacteriaceae;g__Paludibacterium;s__
K00370	Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.122_79.89_1.85_NODE_23652_length_5589_cov_4.765269_1	d__Bacteria;p__Armatimonadota;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__
K00370	Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.132_85.26_1.13_NODE_3138_length_19254_cov_5.062139_7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Solimicrobium;s__
K00370	Bog.Unlabelled.R3.T2.F1.trimmomatic.metaspades_bin.176_95.48_1.10_NODE_26847_length_5149_cov_4.457205_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__159R;s__
K00370	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.138_72.55_1.51_NODE_14258_length_6713_cov_2.983929_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.138_72.55_1.51_NODE_32986_length_3789_cov_4.142475_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.60_80.55_1.99_NODE_45913_length_3047_cov_3.965241_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R3.T2.F2.trimmomatic.metaspades_bin.60_80.55_1.99_NODE_8315_length_9531_cov_4.480899_8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.103_84.66_1.31_k141_1361988_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.103_84.66_1.31_k141_338596_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.6_90.15_1.24_k141_1499948_5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__;s__
K00370	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.15_94.63_0.85_NODE_30993_length_5083_cov_4.948687_5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.15_94.63_0.85_NODE_47978_length_3714_cov_4.583766_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.21_86.06_2.35_NODE_2595_length_26245_cov_6.287362_19	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.72_70.33_1.87_NODE_50616_length_3570_cov_4.078521_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-930;s__
K00370	Bog.Unlabelled.R3.T2.F3.trimmomatic.metaspades_bin.72_70.33_1.87_NODE_50616_length_3570_cov_4.078521_3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__BOG-930;s__
K00370	Bog.Unlabelled.R3.T3.F3.trimmomatic.megahit_bin.26_82.02_2.45_k141_1507087_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Bog.Unlabelled.R3.T3.F3.trimmomatic.metaspades_bin.78_85.95_1.00_NODE_64936_length_3102_cov_4.688218_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__70-18;s__
K00370	Fen.Labelled.R1.T1.F4.JGI.BFC.metaspades_bin.16_79.49_8.48_scaffold_37_c1_5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Labelled.R1.T1.F4.trimmomatic.metaspades_bin.4_84.46_5.99_NODE_3012_length_8192_cov_7.737864_1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Labelled.R1.T2.F4.trimmomatic.metaspades_bin.29_70.18_0.00_NODE_9388_length_3158_cov_4.832098_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K00370	Fen.Labelled.R2.T2.F4.trimmomatic.megahit_bin.12_74.94_2.70_k141_646642_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Fen.Labelled.R2.T2.F4.trimmomatic.metaspades_bin.13_76.15_2.98_NODE_1030_length_12607_cov_5.324888_2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Fen.Labelled.R2.T2.F4.trimmomatic.metaspades_bin.4_88.56_1.60_NODE_12235_length_3119_cov_3.707898_4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K00370	Fen.Labelled.R2.T3.F4.trimmomatic.megahit_bin.29_78.55_1.19_k141_1244629_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K00370	Fen.Labelled.R2.T3.F4.trimmomatic.megahit_bin.60_87.74_5.07_k141_12495_12	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.21_75.44_5.26_NODE_2783_length_8911_cov_5.459011_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K00370	Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.32_78.86_1.64_NODE_1183_length_15142_cov_7.945185_14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polaromonas;s__
K00370	Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82_NODE_797_length_19959_cov_6.859777_1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Fen.Labelled.R2.T3.F4.trimmomatic.metaspades_bin.73_90.14_2.82_NODE_863_length_19051_cov_7.009528_19	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__
K00370	Fen.Labelled.R3.T1.F4.trimmomatic.metaspades_bin.28_77.89_6.22_NODE_351_length_19191_cov_6.011706_3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Labelled.R3.T2.F4.trimmomatic.megahit_bin.53_71.03_2.00_k141_843948_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K00370	Fen.Labelled.R3.T2.F4.trimmomatic.metaspades_bin.51_78.93_1.81_NODE_633_length_23895_cov_6.528188_9	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Unlabelled.R1.T1.F4.trimmomatic.metaspades_bin.17_79.31_9.93_NODE_545_length_12227_cov_5.988991_2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88_NODE_7005_length_4700_cov_3.718407_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K00370	Fen.Unlabelled.R1.T2.F2.trimmomatic.metaspades_bin.7_84.67_0.88_NODE_8401_length_4226_cov_5.372812_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K00370	Fen.Unlabelled.R1.T2.F3.trimmomatic.metaspades_bin.20_70.17_0.00_NODE_395_length_19053_cov_8.951153_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K00370	Fen.Unlabelled.R1.T2.F4.trimmomatic.metaspades_bin.37_85.63_5.14_NODE_1721_length_14131_cov_8.759449_10	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.21_87.87_4.97_k141_1650140_2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter_A;s__
K00370	Fen.Unlabelled.R1.T3.F3.trimmomatic.megahit_bin.21_87.87_4.97_k141_717330_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paucibacter_A;s__
K00370	Fen.Unlabelled.R2.T1.F2.JGI.BFC.metaspades_bin.22_98.03_0.62_scaffold_19_c1_20	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata
K00370	Fen.Unlabelled.R2.T1.F2.trimmomatic.megahit_bin.2_98.91_0.61_k141_43336_60	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata
K00370	Fen.Unlabelled.R2.T1.F4.trimmomatic.metaspades_bin.11_73.48_3.76_NODE_846_length_9971_cov_5.629891_2	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Unlabelled.R3.T1.F1.trimmomatic.metaspades_bin.41_70.31_1.52_NODE_13751_length_4454_cov_3.514435_4	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata
K00370	Fen.Unlabelled.R3.T1.F3.JGI.BFC.metaspades_bin.8_83.53_0.48_scaffold_740_c1_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata
K00370	Fen.Unlabelled.R3.T1.F3.trimmomatic.megahit_bin.20_92.68_0.60_k141_1402306_5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata
K00370	Fen.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.15_94.92_0.37_NODE_1055_length_11908_cov_6.739897_1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata
K00370	Fen.Unlabelled.R3.T1.F3.trimmomatic.metaspades_bin.15_94.92_0.37_NODE_3773_length_4866_cov_7.560175_6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Rahnella;s__Rahnella inusitata
K00370	Fen.Unlabelled.R3.T1.F4.trimmomatic.metaspades_bin.7_80.01_4.84_NODE_302_length_19090_cov_4.986919_3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Unlabelled.R3.T2.F3.trimmomatic.megahit_bin.16_89.30_6.01_k141_1165268_3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
K00370	Fen.Unlabelled.R3.T2.F4.trimmomatic.metaspades_bin.20_81.06_5.87_NODE_2606_length_7217_cov_4.777018_5	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__
K00370	Fen.Unlabelled.R3.T3.F4.trimmomatic.metaspades_bin.10_87.51_4.28_NODE_17907_length_5468_cov_2.931277_3	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__QHCA01;g__;s__
